Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
802;036;Corylus;colurna; -;Baumhasel;5;1;30;L;70474;351662;14,2824173631126;48,2992953239036
802;037;Corylus;colurna; -;Baumhasel;6;2;40;L;70473;351675;14,2824057043389;48,2994123030120
802;038;Corylus;colurna; -;Baumhasel;4;1;20;L;70470;351688;14,2823674352149;48,2995295296257
802;040;Corylus;colurna; -;Baumhasel;4;1;20;L;70478;351682;14,2824680888684;48,2994772534526
802;043;Corylus;colurna; -;Baumhasel;7;1;45;L;70463;351682;14,2822721021967;48,2994763547377
802;044;Acer;pseudoplatanus; -;Berg-Ahorn;15;4;80;L;70457;351694;14,2821932368061;48,2995849220711
802;053;Tilia;sp.;-;Linde;10;4;120;L;70458;351672;14,2821985491110;48,2993856762945
802;054;Robinia;pseudoacacia; -;Robinie;10;4;140;L;70453;351670;14,2821293995561;48,2993651963654
105;062;Carpinus;betulus; -;Hainbuche;6;4;70;L;71217;349956;14,2921431032391;48,2838693877042
105;063;Carpinus;betulus; -;Hainbuche;5;3;50;L;71211;349953;14,2920619263594;48,2838460904149
216;017;Prunus;Zierform; -;Zier-Kirsche;5;8;140;L;70551;347988;14,2828439782219;48,2662506377159
216;018;Malus;Zierform; -;Zier-Apfel;5;4;60;L;70552;347993;14,2828649852219;48,2662969182250
216;019;Malus;Zierform; -;Zier-Apfel;4;5;50;L;70544;347992;14,2827554123657;48,2662894922111
216;021;Liriodendron;tulipifera; -;Tulpenbaum;6;4;30;L;70552;347995;14,2828634368379;48,2663095636942
216;022;Abies; alba; -;Weiﬂ-Tanne;10;4;70;N;70550;347998;14,2828321711987;48,2663406675311
216;024;Picea;abies; -;Gemeine Fichte;8;3;70;N;70546;348002;14,2827789641292;48,2663770786273
216;025;Picea;abies; -;Gemeine Fichte;8;3;70;N;70542;348004;14,2827254248620;48,2663955059127
878;001;Catalpa;bignonioides; -;Trompetenbaum;10;6;100;L;72126;349156;14,3042604638548;48,2765793274856
878;004;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;12;6;200;L;72140;349145;14,3044470266253;48,2764762406017
878;005;Catalpa;bignonioides; -;Trompetenbaum;10;6;130;L;72144;349155;14,3045030472293;48,2765696546381
878;006;Paulownia;tomentosa; -;Blauglockenbaum;4;2;30;L;72160;349148;14,3047083559184;48,2764987102215
878;011;Malus;floribunda; -;Zier-Apfel / Japanischer Bl¸ten-Apfel  (weiﬂ/rosa);3;3;1;L;72189;349168;14,3051047452802;48,2766772474718
878;012;Betula;pendula; -;Weiﬂ-Birke;10;4;70;L;72185;349186;14,3050511779617;48,2768357107392
878;013;Betula;pendula; -;Weiﬂ-Birke;14;5;120;L;72180;349182;14,3049891256073;48,2768033754320
878;014;Betula;pendula; -;Weiﬂ-Birke;12;6;90;L;72174;349185;14,3049028395743;48,2768339159764
878;015;Betula;pendula; -;Weiﬂ-Birke;7;3;60;L;72175;349190;14,3049153781256;48,2768787765939
878;016;Betula;pendula; -;Weiﬂ-Birke;8;4;70;L;72161;349175;14,3047315890704;48,2767403533483
878;018;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;3;2;20;N;72136;349168;14,3043908439688;48,2766794646687
878;019;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;3;2;20;N;72132;349170;14,3043416450169;48,2767030787109
878;020;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;3;2;20;N;72136;349174;14,3043908717566;48,2767392320809
878;025;Acer;palmatum; -;Japanischer F‰cher-Ahorn;5;3;60;L;72162;349184;14,3047383054576;48,2768239293222
878;026;Betula;pendula; -;Weiﬂ-Birke;10;3;110;L;72146;349197;14,3045314103893;48,2769468887439
878;028;Betula;pendula; -;Weiﬂ-Birke;10;3;70;L;72151;349200;14,3046036692029;48,2769701450856
216;001;Betula;pendula; -;Weiﬂ-Birke;10;6;60;L;70512;347969;14,2823221785842;48,2660795992442
216;002;Betula;pendula; -;Weiﬂ-Birke;10;6;60;L;70516;347972;14,2823747976293;48,2661078603616
216;003;Ailanthus;altissima; -;Gˆtterbaum;8;8;60;L;70514;347981;14,2823445071070;48,2661917961315
216;004;Betula;pendula; -;Weiﬂ-Birke;12;6;60;L;70518;347983;14,2823987103121;48,2662093366008
216;006;Betula;pendula; -;Weiﬂ-Birke;8;6;60;L;70519;347995;14,2824200430045;48,2663215416664
216;007;Betula;pendula; -;Weiﬂ-Birke;12;8;100;L;70517;348005;14,2823938558572;48,2664105703035
216;008;Betula;pendula; -;Weiﬂ-Birke;12;6;60;L;70521;348007;14,2824430979827;48,2664248095517
216;009;Larix;decidua; -;Europ‰ische L‰rche;8;6;60;N;70514;348027;14,2823521428735;48,2666054232632
216;010;Larix;decidua; -;Europ‰ische L‰rche;8;10;100;N;70518;348025;14,2824056824957;48,2665869961499
216;014;Malus;Zierform; -;Zier-Apfel;4;6;50;L;70536;347975;14,2826465441134;48,2661386224715
1149;033;Fraxinus;sp.; -;Esche;10;5;74;L;72418;350103;14,3083490173786;48,2850585481362
25;007;Acer;campestre; -;Feld-Ahorn;18;9;165;L;70443;351633;14,2819908991400;48,2990378355335
209;026;Betula;pendula; -;Weiﬂ-Birke;10;6;100;L;71646;349059;14,2977780064043;48,2757541685496
209;027;Tilia;cordata; -;Winter-Linde;16;12;220;L;71655;349065;14,2978989543269;48,2758135195154
209;031;Quercus;sp.; -;Eiche;12;6;120;L;71615;349096;14,2973605384437;48,2760947302732
209;034;Aesculus;hippocastanum; -;Gemeine Rosskastanie;8;6;106;L;71623;349103;14,2974673221028;48,2761547785644
209;036;Betula;pendula; -;Weiﬂ-Birke;14;5;120;L;71616;349105;14,2973722418472;48,2761722999243
201;002;Pyrus;sp.; -;Birne;5;3;50;L;70516;348089;14,2823855011557;48,2671588642016
201;005;Betula;pendula; -;Weiﬂ-Birke;10;4;140;L;70529;348067;14,2825558254008;48,2669649645171
201;006;Betula;pendula; -;Weiﬂ-Birke;10;3;100;L;70532;348064;14,2825955527343;48,2669328015144
201;007;Betula;pendula; -;Weiﬂ-Birke;8;3;100;L;70536;348055;14,2826543401429;48,2668502858373
201;008;Corylus;colurna; -;Baumhasel;4;2;30;L;70539;348056;14,2826959927610;48,2668636248913
201;012;Betula;pendula; -;Weiﬂ-Birke;10;6;120;L;70568;348007;14,2830771706988;48,2664229853639
201;016;Betula;pendula; -;Weiﬂ-Birke;12;5;70;L;70579;348014;14,2832255959681;48,2664807085987
201;017;Betula;pendula; -;Weiﬂ-Birke;10;5;90;L;70583;348016;14,2832836311236;48,2665006668149
201;019;Cercis;sp.; -; Judasbaum;6;5;40;L;70596;348009;14,2834537774636;48,2664300123756
201;020;Betula;pendula; -;Weiﬂ-Birke;8;5;80;L;70594;347995;14,2834308293341;48,2663098603679
201;021;Betula;pendula; -;Weiﬂ-Birke;8;5;80;L;70590;347996;14,2833744270981;48,2663179880290
201;024;Betula;pendula; -;Weiﬂ-Birke;8;5;40;L;70582;347990;14,2832567109067;48,2662696095543
201;025;Betula;pendula; -;Weiﬂ-Birke;8;4;40;L;70582;347987;14,2832613142521;48,2662382076215
201;026;Acer;platanoides; -;Spitz-Ahorn;5;4;50;L;70593;347982;14,2834116914267;48,2661946794650
201;028;Betula;pendula; -;Weiﬂ-Birke;5;1;40;L;70591;347976;14,2833765221625;48,2661350609623
201;029;Carpinus;betulus; -;Hainbuche;6;9;100;L;70615;347977;14,2837005660126;48,2661468083564
201;031;Acer;griseum; -;Zimt-Ahorn;3;2;30;L;70625;347967;14,2838313102223;48,2660534187665
201;033;Tilia;cordata; -;Winter-Linde;10;5;120;L;70633;347949;14,2839389184771;48,2658906905835
201;034;Tilia;cordata; -;Winter-Linde;12;6;120;L;70640;347956;14,2840349070810;48,2659515218959
201;036;Picea;hurstii; -;Fichte [P.engelmannii x P. pungens];12;5;120;N;70645;347966;14,2841068534995;48,2660385147005
201;040;Tilia;cordata; -;Winter-Linde;10;5;100;L;70663;347979;14,2843510006389;48,2661556904219
201;041;Tilia;cordata; -;Winter-Linde;10;6;120;L;70659;347985;14,2843011817027;48,2662136300081
201;043;Pinus;nigra; -;Schwarz-Kiefer;6;5;110;N;70651;347996;14,2841981918243;48,2663142435238
201;047;Picea;sp.; -;Fichte;10;3;100;N;70626;348024;14,2838631238879;48,2665693416166
201;050;Quercus;cerris; -;Zerr-Eiche;8;6;130;L;70623;348040;14,2838223057594;48,2667102281775
201;051;Betula;pendula; -;Weiﬂ-Birke;9;6;120;L;70578;348088;14,2832242240464;48,2671468323820
201;055;Picea;sp.; -;Fichte;6;3;70;N;70533;348119;14,2826174789738;48,2674284670495
201;056;Prunus;cerasifera;Nigra;Blut-Pflaume;3;2;20;L;70543;348114;14,2827550154219;48,2673889823558
201;057;Prunus;cerasifera;Nigra;Blut-Pflaume;4;2;20;L;70537;348108;14,2826753551625;48,2673312170827
161;015;Carpinus;betulus; -;Hainbuche;7;5;110;L;71656;348558;14,2978258310759;48,2712526263219
161;016;Carpinus;betulus; -;Hainbuche;7;4;140;L;71650;348553;14,2977453711170;48,2712078785878
161;017;Carpinus;betulus; -;Hainbuche;7;6;160;L;71643;348549;14,2976457847728;48,2711690988780
161;018;Carpinus;betulus; -;Hainbuche;6;4;100;L;71635;348543;14,2975381404649;48,2711226531903
161;019;Carpinus;betulus; -;Hainbuche;10;4;100;L;71626;348537;14,2974141029881;48,2710685409244
161;022;Carpinus;betulus; -;Hainbuche;8;4;110;L;71604;348522;14,2971169800362;48,2709330810136
161;023;Carpinus;betulus; -;Hainbuche;8;4;120;L;71599;348518;14,2970471864723;48,2709037101765
161;028;Aesculus;hippocastanum; -;Gemeine Rosskastanie;12;5;150;L;71611;348512;14,2972081642675;48,2708439437690
161;029;Aesculus;hippocastanum; -;Gemeine Rosskastanie;4;1;30;L;71621;348519;14,2973373470136;48,2709055193387
161;032;Aesculus;hippocastanum; -;Gemeine Rosskastanie;14;5;150;L;71645;348536;14,2976768566587;48,2710567558981
161;033;Aesculus;hippocastanum; -;Gemeine Rosskastanie;7;4;80;L;71652;348541;14,2977676452118;48,2711015578228
161;034;Aesculus;hippocastanum; -;Gemeine Rosskastanie;8;4;400;L;71658;348546;14,2978527280702;48,2711440279309
161;035;Aesculus;hippocastanum; -;Gemeine Rosskastanie;8;5;100;L;71665;348549;14,2979393575368;48,2711745959061
204;001;Malus;Zierform; -;Zier-Apfel;5;5;60;L;71794;348867;14,2997280161339;48,2740163530494
204;002;Malus;Zierform; -;Zier-Apfel;1;4;40;L;71793;348874;14,2997175822544;48,2740775384005
204;004;Prunus;cerasifera; -;Kirsch-Pflaume;5;4;20;L;71794;348898;14,2997323669510;48,2742951074440
204;010;Aesculus;hippocastanum; -;Gemeine Rosskastanie;12;6;170;L;71782;348914;14,2995842463624;48,2744354817149
204;012a;Tsuga;canadensis; -;Kanadische Hemlocktanne;5;5;25;N;71783;348924;14,2995939768857;48,2745264521864
204;013;Tsuga;canadensis; -;Kanadische Hemlocktanne;8;4;70;N;71779;348921;14,2995342198305;48,2745042776863
204;014;Tsuga;canadensis; -;Kanadische Hemlocktanne;8;5;90;N;71779;348927;14,2995451513726;48,2745587404812
204;021;Fagus;sylvatica; -;Rotbuche;10;6;220;L;71750;348910;14,2991444779579;48,2744068320030
204;022;Fagus;sylvatica; -;Rotbuche;10;6;160;L;71744;348912;14,2990671192380;48,2744256935247
204;024;Aesculus;hippocastanum; -;Gemeine Rosskastanie;7;5;120;L;71748;348901;14,2991191400035;48,2743263320997
204;025;Sorbus;aria; -;Echte Mehlbeere;6;5;120;L;71740;348894;14,2990123832671;48,2742676153537
204;026;Sorbus;aria; -;Echte Mehlbeere;5;4;130;L;71742;348890;14,2990380738326;48,2742259328975
204;028;Abies; alba; -;Weiﬂ-Tanne;6;4;70;N;71738;348884;14,2989800993368;48,2741731239658
204;030;Prunus;serrula; -;Tibet-Kirsche /Mahagoni-Kirsche  (weiﬂ);6;5;160;L;71739;348879;14,2989900514482;48,2741280743662
204;032;Aesculus;hippocastanum; -;Gemeine Rosskastanie;8;6;200;L;71730;348845;14,2988693284591;48,2738239796916
204;033;Acer;platanoides; -;Spitz-Ahorn;5;2;20;L;71739;348840;14,2989876045933;48,2737788451358
204;034;Malus;sp.; -;Apfel;4;4;100;L;71747;348843;14,2991008534946;48,2738093380459
204;035;Abies; alba; -;Weiﬂ-Tanne;12;4;130;N;71745;348838;14,2990648926697;48,2737562745383
204;037;Abies; alba; -;Weiﬂ-Tanne;12;4;110;N;71739;348843;14,2989877209236;48,2738031470247
204;038;Tilia;cordata; -;Winter-Linde;8;6;130;L;71746;348832;14,2990837128953;48,2737033471421
204;040;Sorbus;aucuparia; -;Eberesche;5;2;50;L;71753;348834;14,2991809972410;48,2737253481044
204;041;Betula;pendula; -;Weiﬂ-Birke;10;6;140;L;71770;348864;14,2994092228984;48,2739911520205
825;001a;Quercus;robur; -;Stiel-Eiche;5;2;3;L;76578;347249;14,3638833568791;48,2589113873010
450;004;Corylus;colurna; -;Baumhasel;4;3;41;L;74080;345195;14,3298783755503;48,2407375764654
7;169;Abies;nordmanniana; -;Nordmannstanne;16;7;130;N;73283;355807;14,3209890836077;48,3362443569969
309;007;Quercus;robur; -;Stiel-Eiche;14;12;310;L;72805;351421;14,3137863540269;48,2968693183171
309;001;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;9;5;70;L;72809;351474;14,3138560746343;48,2973425597313
140;065;Liriodendron;tulipifera; -;Tulpenbaum;5;3;30;L;71629;348696;14,2974828521706;48,2724958952358
173;025;Corylus;colurna; -;Baumhasel;10;5;140;L;70340;348391;14,2800666674771;48,2698975261184
173;026;Corylus;colurna; -;Baumhasel;10;5;120;L;70335;348389;14,2800079505527;48,2698769770156
173;027;Tilia;cordata; -;Winter-Linde;12;5;140;L;70316;348376;14,2797392159113;48,2697688138527
173;029;Tilia;cordata; -;Winter-Linde;10;5;100;L;70302;348368;14,2795533832725;48,2696951208898
173;030;Tilia;cordata; -;Winter-Linde;10;5;100;L;70295;348363;14,2794587912238;48,2696547973019
173;031;Tilia;cordata; -;Winter-Linde;8;4;60;L;70287;348358;14,2793429883029;48,2696054271988
173;033;Tilia;cordata; -;Winter-Linde;10;4;80;L;70276;348351;14,2792003833767;48,2695451312539
173;034;Tilia;cordata; -;Winter-Linde;10;5;80;L;70271;348348;14,2791325435611;48,2695187078625
173;035a;Tilia;cordata; -;Winter-Linde;8;4;90;L;70266;348345;14,2790647038151;48,2694922844304
173;036;Tilia;cordata; -;Winter-Linde;10;5;100;L;70260;348341;14,2789855132688;48,2694542838789
173;037;Tilia;cordata; -;Winter-Linde;10;5;90;L;70254;348336;14,2788967731051;48,2694171836095
173;039;Tilia;cordata; -;Winter-Linde;10;5;80;L;70241;348328;14,2787283755487;48,2693466181273
173;040;Tilia;cordata; -;Winter-Linde;10;5;100;L;70233;348322;14,2786105557587;48,2692901254234
173;042;Corylus;colurna; -;Baumhasel;8;4;60;L;70255;348325;14,2789132401268;48,2693136612983
173;045;Corylus;colurna; -;Baumhasel;8;5;60;L;70310;348360;14,2796638890040;48,2696261347752
173;046;Carpinus;betulus; -;Hainbuche;8;3;40;L;70313;348362;14,2797046371929;48,2696443817805
173;048;Tilia;cordata; -;Winter-Linde;8;6;80;L;70321;348367;14,2798091235879;48,2696840290992
204;047;Picea;abies; -;Gemeine Fichte;8;4;60;N;71799;348813;14,2997862561317;48,2735314190046
173;051;Juglans;nigra; -;Schwarznuss;5;3;40;L;70442;348441;14,2814543930509;48,2703334090432
173;053;Juglans;nigra; -;Schwarznuss;5;3;40;L;70469;348452;14,2818224993716;48,2704322120676
173;054;Corylus;colurna; -;Baumhasel;6;3;50;L;70482;348458;14,2819950822531;48,2704877264137
173;052;Corylus;colurna; -;Baumhasel;7;3;30;L;70424;348428;14,2812113355149;48,2702182081650
200;007;Betula;pendula; -;Weiﬂ-Birke;10;8;60;L;72039;348559;14,3029831285104;48,2712155370100
200;001;Cercis;siliquastrum; -;Gemeiner Judasbaum;6;6;40;L;72077;348588;14,3034949495972;48,2714750111296
161;008;Acer;negundo; -;Eschen-Ahorn;8;5;130;L;71748;348606;14,2990731964718;48,2716749666385
161;010;Thuja;occidentalis; -;Abendl‰ndischer Lebensbaum;5;3;50;N;71744;348601;14,2990154517020;48,2716286290542
204;048;Picea;abies; -;Gemeine Fichte;8;5;60;N;71802;348809;14,2998250418116;48,2734921466064
204;049;Acer;platanoides; -;Spitz-Ahorn;6;4;50;L;71808;348804;14,2999115329840;48,2734446708359
204;051;Juglans;nigra; -;Schwarznuss;10;10;130;L;71814;348814;14,2999931130573;48,2735374887803
204;053;Picea;abies; -;Gemeine Fichte;10;4;60;N;71826;348827;14,3001524932624;48,2736530650072
204;054;Picea;abies; -;Gemeine Fichte;10;3;60;N;71828;348830;14,3001888274062;48,2736785504185
204;058;Picea;abies; -;Gemeine Fichte;6;4;40;N;71844;348841;14,3004087938691;48,2737768215438
204;059;Picea;abies; -;Gemeine Fichte;7;4;60;N;71848;348840;14,3004560248355;48,2737677426611
204;060;Acer;palmatum; -;Japanischer F‰cher-Ahorn;5;5;60;L;71853;348839;14,3005215254071;48,2737561050275
204;063;Aesculus;hippocastanum; -;Gemeine Rosskastanie;4;3;30;L;71857;348842;14,3005839991633;48,2737862002717
204;064;Acer;circinatum; -;Weinblatt-Ahorn;5;4;50;L;71850;348843;14,3004811081400;48,2737977708079
204;069;Acer;davidii;ssp. grosseri;Grossers Schlangenhautahorn;5;4;100;L;71856;348852;14,3005688236129;48,2738738806301
204;089;Abies; alba; -;Weiﬂ-Tanne;7;3;130;N;71886;348851;14,3009697822818;48,2738572191431
204;088;Abies; alba; -;Weiﬂ-Tanne;7;4;110;N;71891;348848;14,3010384286905;48,2738309233566
204;085;Abies; alba; -;Weiﬂ-Tanne;8;4;120;N;71897;348862;14,3011181658771;48,2739621084469
204;081;Aesculus;hippocastanum; -;Gemeine Rosskastanie;2;1;20;L;71906;348885;14,3012446690235;48,2741646198331
204;080;Tilia;cordata; -;Winter-Linde;10;6;130;L;71904;348893;14,3012149907965;48,2742323534558
204;077;Carpinus;betulus; -;Hainbuche;6;5;120;L;71887;348891;14,3009954736932;48,2742222280423
204;071;Picea;abies; -;Gemeine Fichte;6;4;70;N;71823;348900;14,3001352644815;48,2743115718283
204;070;Picea;abies; -;Gemeine Fichte;6;4;60;N;71825;348907;14,3001614774910;48,2743730448491
204;090;Ilex;aquifolium; -;Stechpalme;4;3;30;L;71914;348921;14,3013634185856;48,2744870125260
204;091;Malus;sp.; -;Apfel;4;3;80;L;71909;348901;14,3012892118711;48,2743071754700
204;092;Betula;pendula; -;Weiﬂ-Birke;14;5;120;L;71907;348899;14,3012554650642;48,2742883527398
204;093;Betula;pendula; -;Weiﬂ-Birke;14;5;122;L;71907;348904;14,3012626301908;48,2743319988766
204;095;Crataegus;laevigata; -;Zweigriffliger Weiﬂdorn;6;4;100;L;71906;348939;14,3012604911130;48,2746498252871
204;097;Taxus;baccata; -;Gemeine Eibe;4;3;100;N;71884;348937;14,3009568198276;48,2746346143464
204;099;Acer;saccharinum; -;Silber-Ahorn;15;7;200;L;71835;348932;14,3003012960707;48,2745943781608
207;001;Sorbus;aucuparia; -;Eberesche;5;4;50;L;72307;348518;14,3065893350542;48,2708235728818
207;002;Larix;sp.; -;L‰rche;14;12;180;N;72314;348527;14,3066793799204;48,2708992907344
207;005;Acer;pseudoplatanus; -;Berg-Ahorn;12;8;120;L;72337;348536;14,3069931909167;48,2709798116700
207;007;Betula;pendula; -;Weiﬂ-Birke;10;6;100;L;72346;348548;14,3071172040273;48,2710853452027
207;008;Betula;pendula; -;Weiﬂ-Birke;10;6;100;L;72350;348545;14,3071606071874;48,2710550245697
207;009;Betula;pendula; -;Weiﬂ-Birke;10;6;100;L;72355;348541;14,3072339918583;48,2710205138263
207;011;Betula;pendula; -;Weiﬂ-Birke;6;5;120;L;72376;348530;14,3075207620001;48,2709194631630
207;013;Prunus;serrula; -;Tibet-Kirsche /Mahagoni-Kirsche  (weiﬂ);7;5;210;L;72384;348538;14,3076173831588;48,2709894734929
207;017;Picea;abies; -;Gemeine Fichte;10;3;80;N;72387;348559;14,3076639246853;48,2711772736107
207;018;Picea;abies; -;Gemeine Fichte;10;3;80;N;72383;348561;14,3076212760109;48,2712003793988
1189;052;Acer;sp.; -;Ahorn;6;1;23;L;76509;347693;14,3630241378845;48,2629100993057
1189;054;Salix;sp.; -;Weide;8;5;78;L;76504;347681;14,3629671177996;48,2628009068303
450;001;Corylus;colurna; -;Baumhasel;2;1;14;L;74109;345180;14,3302723211061;48,2405971890225
1189;055;Salix;sp.; -;Weide;4;1;38;L;76509;347673;14,3630336335735;48,2627280274016
1189;029;Ulmus;sp.; -;Ulme;5;1;21;L;76489;347652;14,3627574739319;48,2625433107057
1097;367;Acer;sp.; -;Ahorn;6;1;16;L;76153;346996;14,3581168006153;48,2566827896378
1097;369;Gleditsia;sp.; -;Gleditschie;6;2;22;L;76177;347017;14,3584365622250;48,2568684287591
1097;370;Gleditsia;sp.; -;Gleditschie;6;2;24;L;76181;347021;14,3584956225533;48,2569050094450
1097;371;Gleditsia;sp.; -;Gleditschie;6;2;23;L;76188;347027;14,3585886966841;48,2569577810434
1097;373;Gleditsia;sp.; -;Gleditschie;6;2;22;L;76204;347041;14,3588015031302;48,2570817834484
1097;374;Gleditsia;sp.; -;Gleditschie;6;2;27;L;76208;347045;14,3588643003864;48,2571144356347
1097;376;Gleditsia;sp.; -;Gleditschie;6;2;20;L;76224;347058;14,3590811145678;48,2572362746205
1097;377;Gleditsia;sp.; -;Gleditschie;6;2;26;L;76230;347062;14,3591555947658;48,2572671629553
1097;382;Gleditsia;sp.; -;Gleditschie;6;2;20;L;76435;347067;14,3619155367439;48,2572937179538
1097;384;Gleditsia;sp.; -;Gleditschie;6;2;21;L;76453;347053;14,3621667935119;48,2571619213783
1097;386;Gleditsia;sp.; -;Gleditschie;6;1;21;L;76472;347041;14,3624122759963;48,2570507498701
1066;039;Tilia;cordata; -;Winter-Linde;25;10;205;L;70227;351123;14,2790021045080;48,2944746384886
556;015;Aesculus;hippocastanum;Baumannii;Gef¸lltbl¸hende Rosskastanie;4;2;34;L;70217;352631;14,2791103074741;48,3080329361395
450;009a;Corylus;colurna; -;Baumhasel;3;1;14;L;74044;345210;14,3294016206283;48,2408706472424
450;010;Corylus;colurna; -;Baumhasel;4;3;45;L;74039;345211;14,3293416129804;48,2408801589591
1189;015a;Ulmus;sp.; -;Ulme;10;6;116;L;76483;347588;14,3626653817109;48,2619682506170
1097;387;Gleditsia;sp.; -;Gleditschie;6;2;22;L;76478;347036;14,3624973316212;48,2570090948407
1097;388;Gleditsia;sp.; -;Gleditschie;6;2;25;L;76492;347026;14,3626872186156;48,2569108573910
1097;389;Gleditsia;sp.; -;Gleditschie;6;2;23;L;76499;347021;14,3627683465584;48,2568723404578
1097;391;Gleditsia;sp.; -;Gleditschie;6;2;36;L;76502;347003;14,3628086811241;48,2567030514907
