Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
487;037;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;95;9;195;N;70062;351978;14,2769106844535;48,3021818905511
487;038;Abies;sp.; -;Tanne;10;8;125;N;70058;351990;14,2768588390344;48,3022889028643
487;039;Abies;sp.; -;Tanne;10;8;110;N;70062;351990;14,2769238382996;48,3022925351867
487;041;Abies;sp.; -;Tanne;9;5;80;N;70068;351994;14,2770004161472;48,3023254856735
487;042;Abies;sp.; -;Tanne;10;7;105;N;70072;351995;14,2770544907158;48,3023340364630
487;055;Pseudotsuga;menziesii; -;K¸sten-Douglasie;26;9;180;N;70106;351997;14,2775164822917;48,3023480148519
792;044;Tsuga;canadensis; -;Kanadische Hemlocktanne;11;8;105;N;69969;351927;14,2756551038160;48,3017339395825
808;003;Acer;pseudoplatanus; -;Berg-Ahorn;10;7;80;L;71401;346134;14,2939800960408;48,2494848758829
1116;001;Carpinus;betulus; -;Hainbuche;11;6;57;L;70928;352347;14,2886493983284;48,3054061653746
861;003;Acer;platanoides; -;Spitz-Ahorn;5;2;25;L;72503;352891;14,3099666606925;48,3101210659660
859;012;Carpinus;betulus; -;Hainbuche;9;3;35;L;71576;351737;14,2972741377040;48,2998424022227
51;120a;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;13;4;50;L;71722;352775;14,2994227797036;48,3091646546212
106;003FL;Salix;sp.; -;Weide;12;0;0;L;73926;352207;14,3290301551744;48,3038072749116
292;038;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;18;5;110;N;72274;346269;14,3057565342155;48,2506002600606
292;080;Quercus;robur;Fastigiata;S‰ulen-Eiche;8;2;40;L;72259;346207;14,3055440419482;48,2500444677837
292;090a;Acer;freemanii;Autumn Blaze;Herbst-Flammen-Ahorn;4;2;14;L;72226;346293;14,3051080961053;48,2508216494848
303;001c;Parrotia;persica; -;Eisenholzbaum;5;6;66;L;72093;346172;14,3033085695483;48,2497520395641
65;305;Quercus;robur; -;Stiel-Eiche;5;2;30;L;71557;353124;14,2972614457036;48,3123163200868
686;002;Prunus;sp.; -;Kirsche;5;5;50;L;72141;355630;14,3055615295730;48,3347840883331
686;015;Prunus;serrulata;Asano;"Japan. Bl¸ten-Kirsche ""Asano"" (lilarosa gef¸llt)";4;2;21;L;72085;355601;14,3048019602619;48,3345357691083
686;022;Juglans;regia;Geisenheim 120;Walnuss - Geisenheim 120;3;1;10;L;72068;355651;14,3045798887115;48,3349804967052
686;016;Prunus;serrulata;Kiku-shidare-zakura;Japan. H‰nge-Kirsche  (rosa gef¸llt);4;2;25;L;72086;355609;14,3048179422492;48,3346015077002
151;014;Betula;sp.; -;Birke;17;2;130;L;72369;349006;14,3075003991831;48,2751962040145
151;016;Platanus;orientalis; -;Morgenl‰ndische-Platane;25;12;440;L;72386;349008;14,3077287575345;48,2752162538456
151;019a;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;25;12;270;L;72405;349012;14,3079817760193;48,2752505215030
5105;089;Picea;omorika; -;Serbische Fichte;17;4;130;N;72679;349978;14,3118439680365;48,2839047915862
5105;091;Acer;platanoides; -;Spitz-Ahorn;10;4;60;L;72620;349972;14,3110480730575;48,2838575825485
125;005;Betula;pendula; -;Weiﬂ-Birke;20;7;150;L;71650;349283;14,2978668681775;48,2777757981088
707;006b;Sophora;japonica; -;Japanischer Schnurbaum;6;1;20;L;72185;350150;14,3052180279970;48,2855051852670
545;016;Carpinus;betulus; -;Hainbuche;9;6;49;L;71266;353851;14,2934611086311;48,3188866601339
545;023;Carpinus;betulus; -;Hainbuche;9;4;57;L;71264;353835;14,2934244770068;48,3187494010610
148;003;Fagus;sylvatica; -;Rotbuche;15;8;90;L;72000;349605;14,3026270886349;48,2806315452552
148;004;Fagus;sylvatica; -;Rotbuche;17;9;150;L;71997;349597;14,3025848124691;48,2805589819456
1057;016;Malus;pumila; -;Zier-Apfel / Filz-Apfel;4;2;20;L;71432;348987;14,2948817311039;48,2751391617751
859;014;Carpinus;betulus; -;Hainbuche;11;4;44;L;71509;351710;14,2963672858250;48,2996076667415
1165;028;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;30;L;71880;353070;14,3016027302600;48,3117961361246
140;145;Liriodendron;tulipifera; -;Tulpenbaum;8;5;40;L;72202;349140;14,3052787475756;48,2764284315449
140;146;Liriodendron;tulipifera; -;Tulpenbaum;8;5;60;L;72210;349144;14,3053783300454;48,2764555248700
140;147;Liriodendron;tulipifera; -;Tulpenbaum;8;5;60;L;72226;349153;14,3056062003378;48,2765348502671
176;009;Aesculus;hippocastanum; -;Gemeine Rosskastanie;5;2;20;L;72369;350863;14,3078202453107;48,2918990016849
176;010;Carpinus;betulus; -;Hainbuche;5;2;17;L;72417;350869;14,3084675134296;48,2919468542893
288;031;Betula;sp.; -;Birke;7;7;79;L;73131;346760;14,3173737729224;48,2549143100666
176;012;Acer;sp.; -;Ahorn;5;2;19;L;72431;350878;14,3086500697453;48,2920223336365
176;013;Acer;sp.; -;Ahorn;5;2;19;L;72419;350879;14,3084940791711;48,2920366874066
292;021a;Betula;utilis; -;Himalaja-Birke;3;2;17;L;72261;346299;14,3055808932952;48,2508723843909
303;001a;Cercidiphyllum;japonicum; -;Kuchenbaum;6;6;180;L;72109;346174;14,3035235486308;48,2497638029103
65;303;Quercus;robur; -;Stiel-Eiche;6;3;40;L;71543;353111;14,2970679314108;48,3122049624964
65;343b;Quercus;robur; -;Stiel-Eiche;6;2;20;L;71437;353022;14,2956240623714;48,3114166233661
65;344b;Quercus;robur; -;Stiel-Eiche;6;3;31;L;71425;353012;14,2954660258791;48,3113253329188
891;002;Acer;sp.; -;Ahorn;0;3;0;L;74202;345185;14,3315250557510;48,2406313166099
891;003;Acer;sp.; -;Ahorn;0;3;0;L;74187;345186;14,3313286648352;48,2406423074857
891;004;Acer;sp.; -;Ahorn;0;3;0;L;74171;345185;14,3311051732187;48,2406388879789
891;005;Acer;sp.; -;Ahorn;0;3;0;L;74189;345195;14,3313472456124;48,2407224916031
891;006;Acer;sp.; -;Ahorn;0;3;0;L;74201;345194;14,3315104290260;48,2407090410211
236;013;Quercus;robur; -;Stiel-Eiche;12;13;119;L;73974;346114;14,3286180318011;48,2490106541884
236;016;Acer;platanoides; -;Spitz-Ahorn;12;9;128;L;73992;346131;14,3288634317374;48,2491652955723
14;006;Crataegus;lavallei;Carrierei;Apfel-Dorn;5;1;15;L;73173;355410;14,3194372494659;48,3326912135826
989;079;Acer;pseudoplatanus; -;Berg-Ahorn;17;4;60;L;71069;349588;14,2900925629031;48,2805763488595
989;070;Acer;sp.; -;Ahorn;20;8;90;L;71039;349602;14,2896890451241;48,2807081295206
693;020;Cedrus;atlantica;Glauca;Blaunadelige Atlas-Zeder;2;1;8;N;71328;356753;14,2947767188772;48,3449801411860
655;014;Quercus;cerris; -;Zerr-Eiche;5;2;21;L;72352;355406;14,3083669494097;48,3327478861768
410;049;Fagus;sylvatica; -;Rotbuche;11;6;60;L;71049;347652;14,2895001617417;48,2631734134884
410;051;Fagus;sylvatica; -;Rotbuche;10;6;63;L;71050;347649;14,2895014778468;48,2631427130519
410;054;Fagus;sylvatica; -;Rotbuche;7;5;46;L;71055;347646;14,2895679602571;48,2631156156636
410;059;Fagus;sylvatica; -;Rotbuche;9;5;45;L;71056;347624;14,2895833345077;48,2629239897410
410;074;Fagus;sylvatica; -;Rotbuche;10;5;73;L;71068;347568;14,2897400570133;48,2624138537852
410;126;Fagus;sylvatica; -;Rotbuche;8;7;60;L;71096;347589;14,2901174493232;48,2626056055252
92;001b;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;2;1;14;N;72560;353108;14,3107754995084;48,3120607467872
92;002b;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;3;2;23;N;72560;353100;14,3107753425836;48,3119933240066
50;022a;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;16;L;71434;351555;14,2953375111377;48,2982241501339
140;027;Liriodendron;tulipifera; -;Tulpenbaum;12;5;170;L;71776;349056;14,2995287538985;48,2757177473546
140;029;Liriodendron;tulipifera; -;Tulpenbaum;12;5;120;L;71762;349036;14,2993341406766;48,2755407726634
140;030;Liriodendron;tulipifera; -;Tulpenbaum;12;5;110;L;71757;349028;14,2992618331593;48,2754672800224
541;001;Aesculus;carnea;Briotii;Scharlach- Kastanie;12;8;100;L;70303;354315;14,2805472853378;48,3231674519436
140;144;Liriodendron;tulipifera; -;Tulpenbaum;7;4;40;L;72196;349139;14,3051986838659;48,2764165438581
140;149;Liriodendron;tulipifera; -;Tulpenbaum;7;4;70;L;72238;349160;14,3057661868488;48,2765982386685
140;150;Liriodendron;tulipifera; -;Tulpenbaum;10;4;100;L;72245;349164;14,3058567168524;48,2766340431205
140;157;Liriodendron;tulipifera; -;Tulpenbaum;8;3;35;L;72290;349207;14,3064748094870;48,2770138167148
150;005;Ailanthus;altissima; -;Gˆtterbaum;18;15;280;L;72662;349290;14,3115032981680;48,2777167962122
260;004;Prunus;sp.; -;Kirsche;7;8;85;L;72123;345495;14,3035921315030;48,2436584667201
65;307;Quercus;robur; -;Stiel-Eiche;7;6;47;L;71570;353135;14,2974359411562;48,3124177236657
65;308;Quercus;robur; -;Stiel-Eiche;6;3;33;L;71577;353141;14,2975313140487;48,3124708855982
65;309;Quercus;robur; -;Stiel-Eiche;6;4;40;L;71583;353147;14,2976132072107;48,3125241601460
77;001;Betula;pendula; -;Weiﬂ-Birke;5;4;35;L;71449;352693;14,2957318940206;48,3084584381217
77;002;Betula;pendula; -;Weiﬂ-Birke;10;5;114;L;71425;352685;14,2954097861904;48,3083873547074
236;014;Tilia;sp.;-;Linde;12;12;121;L;73983;346122;14,3287374676620;48,2490850049842
236;015;Quercus;robur; -;Stiel-Eiche;12;12;102;L;73988;346127;14,3288127232781;48,2491297556935
171;121;Quercus;robur; -;Stiel-Eiche;15;8;110;L;70906;352624;14,2884017475754;48,3078966274329
175;031;Pinus;nigra; -;Schwarz-Kiefer;20;6;110;N;72605;349215;14,3107224287550;48,2770551616501
175;032;Pinus;nigra; -;Schwarz-Kiefer;20;5;110;N;72602;349219;14,3106829097980;48,2770858347596
669;030;Prunus;serrulata; -;Japanische Bl¸ten-Kirsche;7;5;87;L;70918;355181;14,2889959742209;48,3308838722861
385;040a;Prunus;sp.; -;Kirsche;4;2;25;L;70852;346661;14,2866773271438;48,2542878860429
422;077b;Prunus;serrulata; -;Japanische Bl¸ten-Kirsche;4;2;30;L;71556;346157;14,2960771006901;48,2496741413815
475;022b;Tilia;platyphyllos; -;Sommer-Linde;6;2;20;L;70611;352149;14,2843392903323;48,3036620254546
563;070;Salix;alba;Liempde;Kegel-Silberweide;5;2;20;L;70796;352939;14,2869757424165;48,3107440931846
912;006;Tilia;platyphyllos; -;Sommer-Linde;14;9;113;L;70780;351117;14,2864443326513;48,2943616492087
1165;016;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;25;L;71896;353051;14,3018214934002;48,3116219380019
51;008;Tilia;cordata; -;Winter-Linde;12;8;108;L;71602;352953;14,2978374784209;48,3107787911762
173;044;Tilia;cordata; -;Winter-Linde;8;5;60;L;70286;348345;14,2793373622609;48,2694933902302
236;011;Tilia;cordata; -;Winter-Linde;14;10;104;L;73959;346098;14,3284075718158;48,2488719863677
236;012;Tilia;cordata; -;Winter-Linde;12;8;90;L;73966;346106;14,3285089545893;48,2489413535325
236;019;Acer;platanoides; -;Spitz-Ahorn;10;7;91;L;74012;346147;14,3291353980633;48,2493008615302
290;747;Tilia;sp.;-;Linde;8;4;44;L;72816;355910;14,3147042867904;48,3372294746355
290;748;Tilia;sp.;-;Linde;9;3;50;L;72817;355917;14,3147175688581;48,3372930835112
286;389;Fagus;sylvatica; -;Rotbuche;12;7;110;L;73003;355885;14,3172226041385;48,3369778597345
110;043;Crataegus;lavallei; -;Lederbl‰ttrige Weiﬂdorn;8;2;30;L;70589;346846;14,2831660413047;48,2559776730286
1277;001;Acer;freemanii;Autumn Blaze;Herbst-Flammen-Ahorn;8;2;33;L;71215;347054;14,2916300400064;48,2577782494054
1057;011;Liriodendron;tulipifera;Fastigiata;S‰ulen-Tulpenbaum;2;1;10;L;71433;348998;14,2948902553571;48,2752375410311
1057;017;Tilia;cordata; -;Winter-Linde;4;1;20;L;71429;348990;14,2948366577855;48,2751591681563
1165;011;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;24;L;71905;353045;14,3019408860977;48,3115691823770
1165;027;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;29;L;71882;353068;14,3016296275255;48,3117801464643
140;032;Liriodendron;tulipifera; -;Tulpenbaum;12;5;110;L;71746;349007;14,2991154765491;48,2752806100715
140;036;Liriodendron;tulipifera; -;Tulpenbaum;12;7;100;L;71735;348976;14,2989513038266;48,2750049786305
140;037;Liriodendron;tulipifera; -;Tulpenbaum;14;7;120;L;71732;348967;14,2989146283099;48,2749195172588
140;038;Liriodendron;tulipifera; -;Tulpenbaum;12;7;80;L;71730;348958;14,2988856001912;48,2748437964956
140;044;Liriodendron;tulipifera; -;Tulpenbaum;7;2;18;L;71718;348905;14,2987197772965;48,2743669206416
523;027b;Mespilus;germanica; -;Mispel;2;1;11;L;70730;353550;14,2861798436354;48,3162401482710
1255;004;Acer;platanoides;Faassen's Black;Roter Spitz-Ahorn;5;2;25;L;73368;346621;14,3205501793038;48,2536369179487
245;008;Salix;alba; -;Silber-Weide;22;11;1;L;73303;346511;14,3196522796141;48,2526586117398
300;005;Liriodendron;tulipifera; -;Tulpenbaum;7;2;30;L;74028;345447;14,3292294031160;48,2430082848053
852;004;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;9;12;108;L;73987;345334;14,3286571073829;48,2419966877487
852;005;Acer;platanoides; -;Spitz-Ahorn;5;4;50;L;73965;345357;14,3283605231542;48,2422093629252
431;026;Juglans;regia; -;Walnuss;8;6;84;L;74437;344941;14,3346493115945;48,2384088157347
816;078;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;15;L;76531;347298;14,3632545076441;48,2593520843518
286;392;Cercidiphyllum;japonicum; -;Kuchenbaum;15;6;135;L;73006;355908;14,3172693366263;48,3371892222778
282;393;Prunus;domestica;MIRABELLE unbestimmt;Mirabelle;1;1;1;L;73017;355945;14,3174270127913;48,3375232640714
277;394;Magnolia;sp.; -;Magnolie;1;1;1;L;73033;355963;14,3176441805000;48,3376824147231
277;395;Magnolia;sp.; -;Magnolie;5;5;205;L;73033;355972;14,3176436268344;48,3377627976114
277;396;Magnolia;sp.; -;Magnolie;5;5;20;L;73038;355971;14,3177187317300;48,3377466580572
164;001;Acer;sp.; -;Ahorn;6;2;20;L;71642;348229;14,2975722529383;48,2682994228739
164;002;Acer;platanoides; -;Spitz-Ahorn;10;4;20;L;71646;348233;14,2976329315378;48,2683272260066
184;028;Quercus;robur; -;Stiel-Eiche;19;12;140;L;70936;352646;14,2888078120110;48,3080918475572
195;596;Acer;campestre; -;Feld-Ahorn;16;10;233;L;71587;353439;14,2977218924002;48,3151490528123
942;004;Betula;pendula; -;Weiﬂ-Birke;20;9;128;L;71300;354341;14,2939966378163;48,3232894542778
580;011;Malus;sp.; -;Apfel;6;5;46;L;71328;354054;14,2943294393647;48,3207086140867
669;042;Tsuga;canadensis; -;Kanadische Hemlocktanne;1;1;10;N;70937;355208;14,2892546038277;48,3311311931230
1025;029a;Malus;Hybr.;Golden Hornet (M.zumi);"Zier-Apfel ""Golden Hornet"" (weiﬂ)";3;1;16;L;70372;352663;14,2812090879604;48,3083092317114
214;474;Acer;pseudoplatanus; -;Berg-Ahorn;20;13;134;L;71438;353286;14,2956796194035;48,3137906767506
214;475;Tsuga;canadensis; -;Kanadische Hemlocktanne;9;5;110;N;71428;353265;14,2955478971855;48,3136069503698
312;022;Carpinus;betulus; -;Hainbuche;12;7;65;L;71681;352120;14,2987605376843;48,3032785444225
606;005;Corylus;colurna; -;Baumhasel;9;2;80;L;70237;353504;14,2795283300065;48,3158844993186
731;001;Corylus;colurna; -;Baumhasel;12;8;116;L;70810;350808;14,2868025384483;48,2915789207377
1057;007;Liriodendron;tulipifera;Fastigiata;S‰ulen-Tulpenbaum;3;1;10;L;71452;349013;14,2951461639814;48,2753647903850
1057;003;Liriodendron;tulipifera;Fastigiata;S‰ulen-Tulpenbaum;3;1;10;L;71448;349045;14,2951064365647;48,2756585393672
1057;004;Liriodendron;tulipifera;Fastigiata;S‰ulen-Tulpenbaum;3;1;10;L;71446;349045;14,2950770898025;48,2756590280017
1057;010;Corylus;colurna; -;Baumhasel;3;1;20;L;71426;349014;14,2948010424916;48,2753751040247
6359;001;Quercus;robur; -;Stiel-Eiche;8;7;107;L;71247;356330;14,2936203914473;48,3411822535838
665;55;Quercus;rubra; -;Amerikanische Rot-Eiche;7;8;82;L;72632;355579;14,3121751385951;48,3342698747003
870;028;Quercus;robur; -;Stiel-Eiche;8;5;71;L;72390;354942;14,3088004370714;48,3285703091428
1165;004;Corylus;colurna; -;Baumhasel;7;4;42;L;71914;353007;14,3020512976006;48,3112279234742
523;020;Tilia;sp.;-;Linde;10;11;117;L;70681;353517;14,2855223563720;48,3159523838380
703;075;Taxus;baccata; -;Gemeine Eibe;8;6;110;N;70821;351821;14,2871199197825;48,3006864244623
140;096;Liriodendron;tulipifera; -;Tulpenbaum;7;3;50;L;71777;349031;14,2995371400557;48,2754946304146
140;097;Liriodendron;tulipifera; -;Tulpenbaum;10;3;70;L;71784;349042;14,2996333010499;48,2755932750838
140;098;Liriodendron;tulipifera; -;Tulpenbaum;8;4;70;L;71796;349056;14,2997893157188;48,2757191332262
140;100;Liriodendron;tulipifera; -;Tulpenbaum;9;5;60;L;71806;349068;14,2999286367721;48,2758214230874
852;003;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;9;10;85;L;73973;345341;14,3284629193809;48,2420585291091
265;001;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;7;6;65;L;71926;346419;14,3010908979273;48,2519886357554
852;006;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;10;12;116;L;73976;345351;14,3285131475529;48,2421478805023
53;003;Tilia;cordata; -;Winter-Linde;7;6;101;L;71179;352028;14,2919813170657;48,3025082910547
53;004;Tilia;cordata; -;Winter-Linde;7;5;94;L;71186;352030;14,2920769887752;48,3025252811813
53;007;Tilia;cordata; -;Winter-Linde;7;5;119;L;71205;352037;14,2923334166320;48,3025857044415
855;001a;Malus;Zierform; -;Zier-Apfel;5;4;35;L;73562;346809;14,3231885754891;48,2553097493200
487;073a;Pinus;nigra;austriaca;÷sterreichische Schwarz-Kiefer;5;2;30;N;69969;351947;14,2756546771093;48,3019122558134
817;016;nicht bestimmt;sp.; -;nicht bestimmter Baum;10;4;100;L;74296;346013;14,3329303583163;48,2480629672056
117;086;Acer;sp.; -;Ahorn;12;5;40;L;73054;351985;14,3172437388579;48,3019101467598
117;112;Fraxinus;excelsior; -;Gemeine Esche;8;3;25;L;73043;351975;14,3170869494261;48,3018191185866
686;003;Juglans;nigra; -;Schwarznuss;7;6;75;L;72153;355626;14,3057128041769;48,3347492199922
686;001;Quercus;rubra; -;Amerikanische Rot-Eiche;8;12;150;L;72137;355631;14,3054999988593;48,3347975915430
1466;009;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;7;3;41;L;71561;351460;14,2970274108147;48,2973613982638
1466;007;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;8;3;39;L;71585;351401;14,2973391311990;48,2968228660661
1506;001;Acer;platanoides; -;Spitz-Ahorn;6;7;73;L;73544;346138;14,3228359781470;48,2492801960021
140;074;Liriodendron;tulipifera; -;Tulpenbaum;9;5;50;L;71704;348783;14,2985002513483;48,2732676325922
140;115;Liriodendron;tulipifera; -;Tulpenbaum;10;3;60;L;71923;349135;14,3015214264653;48,2764144763064
140;116;Liriodendron;tulipifera; -;Tulpenbaum;8;3;70;L;71931;349136;14,3016186782565;48,2764232479071
156;001;Tilia;cordata; -;Winter-Linde;9;4;90;L;70950;348186;14,2882532668778;48,2679827494361
156;003;Tilia;cordata; -;Winter-Linde;14;4;95;L;70936;348169;14,2880643357555;48,2678367867691
292;079;Betula;pendula; -;Weiﬂ-Birke;16;7;91;L;72261;346197;14,3055628993648;48,2499583127764
303;001e;Parrotia;persica; -;Eisenholzbaum;5;5;73;L;72085;346189;14,3032016105011;48,2499051899567
816;151;nicht bestimmt;sp.; -;nicht bestimmter Baum;4;1;12;L;76510;347436;14,3630003955414;48,2605958228224
230;007;Koelreuteria;paniculata; -;Blasenbaum;8;9;74;L;74060;345575;14,3296864185564;48,2441549312372
230;008;Koelreuteria;paniculata; -;Blasenbaum;9;5;74;L;74063;345573;14,3297155176932;48,2441358914014
230;009;Quercus;robur; -;Stiel-Eiche;10;14;125;L;74067;345578;14,3297820061981;48,2441800510121
229;001a;Quercus;robur;Fastigiata;S‰ulen-Eiche;4;1;10;L;72497;346157;14,3087375213927;48,2495643970675
164;011;Acer;platanoides; -;Spitz-Ahorn;10;6;70;L;71799;348337;14,2997078353329;48,2692531444827
164;013;Prunus;sp.; -;Kirsche;4;1;8;L;71848;348373;14,3003757863282;48,2695668957863
174;015;Acer;campestre; -;Feld-Ahorn;14;6;110;L;71412;349009;14,2946177534153;48,2753396031946
510;061;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;4;2;37;L;68678;354519;14,2586803031523;48,3251855279560
465;063;Ulmus;laevis; -;Flatter-Ulme;8;3;30;L;68553;354492;14,2569824245477;48,3249506851646
312;012;Malus;Zierform; -;Zier-Apfel;2;7;70;L;71667;352094;14,2985674573043;48,3030463370192
385;159a;Metasequoia;glyptostroboides; -;Chinesisches Rotholz;5;2;37;N;70807;346616;14,2860686697373;48,2538890008911
859;011;Carpinus;betulus; -;Hainbuche;7;3;34;L;71576;351729;14,2972799889719;48,2997708287746
1461;004a;Prunus;cerasifera;Nigra;Blut-Pflaume;6;2;21;L;71449;352576;14,2957133958711;48,3074070946446
371;015;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;12;7;72;L;71500;351678;14,2962508367349;48,2993258698833
1165;009;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;28;L;71909;353040;14,3019961659282;48,3115214265591
152;014;Salix;alba; -;Silber-Weide;10;8;110;L;71840;350070;14,3005498947670;48,2848296674826
152;13a;Ginkgo;biloba; -;Ginkgo;3;1;8;L;71832;350064;14,3004436631792;48,2847734513125
292;012;Picea;omorika; -;Serbische Fichte;13;2;60;N;72162;346255;14,3042490163616;48,2504832749894
450;002;Corylus;colurna; -;Baumhasel;0;1;0;L;74102;345184;14,3301787917875;48,2406339709687
450;003;Sorbus;sp.; -;Mehl-/Vogelbeere;4;3;40;L;74095;345188;14,3300788611112;48,2406675363929
447;032;Acer;sp.; -;Ahorn;8;2;29;L;77687;346495;14,3786813696783;48,2519949249227
447;033;Acer;sp.; -;Ahorn;8;2;31;L;77696;346491;14,3787955714836;48,2519576186574
284;043;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;13;5;130;L;73434;346785;14,3214572000988;48,2551050797934
686;010;Carpinus;betulus; -;Hainbuche;8;5;138;L;72112;355580;14,3051546887043;48,3343402670199
686;007;Prunus;cerasus;Nana Beby Cherry;Fruchtweichsel - Nana Beby Cherry;2;1;11;L;72132;355589;14,3054296657228;48,3344198922562
686;008;Acer;cissifolium; -;Cissusbl‰ttriger Ahorn;5;4;105;L;72129;355583;14,3053815816324;48,3343700298593
686;013;Quercus;robur; -;Stiel-Eiche;9;8;126;L;72100;355586;14,3050019987624;48,3343981437852
686;012;Carpinus;betulus; -;Hainbuche;9;6;94;L;72107;355594;14,3050904336787;48,3344647977216
686;009;Juglans;regia; -;Walnuss;8;4;55;L;72121;355586;14,3052745211942;48,3343931906998
686;023;Malus;domestica;Fuji;Kulturapfel - Fuji;2;1;8;L;72073;355647;14,3046413286834;48,3349480686808
686;019;Acer;platanoides; -;Spitz-Ahorn;8;4;65;L;72065;355588;14,3045224635692;48,3344197486278
686;020;Acer;freemanii;Autumn Blaze;Herbst-Flammen-Ahorn;5;1;15;L;72059;355599;14,3044456082377;48,3345207129225
707;019a;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;2;28;L;72230;350107;14,3058168373012;48,2851159016756
707;031a;Acer;pseudoplatanus; -;Berg-Ahorn;4;1;15;L;72187;350068;14,3052289413109;48,2847660291560
125;002;Betula;pendula; -;Weiﬂ-Birke;20;10;150;L;71641;349260;14,2977377547718;48,2775699216874
125;003;Betula;nigra; -;Schwarz-Birke;20;7;150;L;71643;349266;14,2977606301406;48,2776218120845
545;022;Carpinus;betulus; -;Hainbuche;9;4;64;L;71288;353852;14,2937598021258;48,3189009700907
545;027;Carpinus;betulus; -;Hainbuche;8;5;57;L;71191;353822;14,2924390813380;48,3186400117323
148;006;Fagus;sylvatica; -;Rotbuche;22;10;170;L;72010;349602;14,3027608122152;48,2806024744501
113;004;Aesculus;hippocastanum; -;Gemeine Rosskastanie;10;7;4;L;72680;349877;14,3118419668276;48,2829983589237
561;014a;Liriodendron;tulipifera; -;Tulpenbaum;5;2;26;L;70783;353010;14,2868053484705;48,3113789048519
176;004;Acer;sp.; -;Ahorn;5;2;17;L;72426;350868;14,3085916135113;48,2919363251497
923;066;Acer;platanoides; -;Spitz-Ahorn;4;1;15;L;77781;346287;14,3798974199089;48,2501101726189
487;064;Abies;koreana; -;Korea-Tannne;6;4;35;N;70129;352024;14,2778274950623;48,3025885122134
487;065;Tilia;sp.;-;Linde;26;17;220;L;70137;352017;14,2779341561620;48,3025246863434
294;112c;Pinus;heldreichii [=P. leucodermis]; -;Schlangenhaut-Kiefer;2;1;15;N;71875;346593;14,3004337449918;48,2535549024061
294;112B;Pinus;heldreichii [=P. leucodermis]; -;Schlangenhaut-Kiefer;2;1;15;N;71876;346589;14,3004514814247;48,2535258037907
294;119;Prunus;serrulata;Amanogawa;Japan. S‰ulen-Kirsche  (rosa halbgef¸llt);3;2;15;L;71951;346635;14,3014738935020;48,2539235351587
294;118;Prunus;serrulata;Amanogawa;Japan. S‰ulen-Kirsche  (rosa halbgef¸llt);3;1;12;L;71953;346627;14,3015015463288;48,2538583095295
792;041;Tsuga;canadensis; -;Kanadische Hemlocktanne;10;10;105;N;69988;351928;14,2759113351610;48,3017408391832
792;075;Fagus;sylvatica; -;Rotbuche;28;12;250;L;69858;351889;14,2741528761702;48,3014044606757
164;012;Tilia;cordata; -;Winter-Linde;14;7;90;L;71824;348355;14,3000524187354;48,2694078579897
174;007;Tilia;cordata; -;Winter-Linde;8;4;25;L;71411;349050;14,2945997423290;48,2757024574014
101;002;Acer;campestre; -;Feld-Ahorn;8;3;65;L;72764;352832;14,3134827773613;48,3095566539430
101;004;Acer;campestre; -;Feld-Ahorn;14;6;82;L;72760;352829;14,3134311300583;48,3095313600710
115;015;Alnus;glutinosa; -;Schwarz-Erle;8;3;37;L;72472;353221;14,3096091460192;48,3130906063492
175;002;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;20;10;190;L;72660;349228;14,3114606304810;48,2771654964343
175;004;Pinus;nigra; -;Schwarz-Kiefer;16;8;160;N;72642;349216;14,3112147570251;48,2770530699083
175;005;Pinus;nigra; -;Schwarz-Kiefer;15;6;110;N;72638;349209;14,3111664124292;48,2769945880978
175;006;Pinus;nigra; -;Schwarz-Kiefer;13;6;110;N;72637;349204;14,3111486341975;48,2769501238809
171;120;Quercus;robur; -;Stiel-Eiche;12;8;99;L;70896;352620;14,2882645509743;48,3078609280337
